SOURCE DOMAIN,TARGET DOMAIN
drury.edu,sdsmt.edu
maine.edu,whittier.edu
bible.edu,newhaven.edu
utk.edu,jhu.edu
bradley.edu,buffalo.edu
amherst.edu,judson.edu
oru.edu,csuohio.edu
mcm.acu.edu,csopp.edu
cuis.edu,tc.columbia.edu
northern.edu,augustana.edu
usc.clu.edu,wittenberg.edu
rowan.edu,wilpaterson.edu
niu.edu,allencol.edu
mscd.edu,sjcme.edu
svsu.edu,gbc.edu
orst.edu,stanford.edu
csudh.edu,lwc.edu
etown.edu,bucknell.edu
uidaho.edu,college.antioch.edu
meredith.edu,rhodes.edu
greenleaf.edu,nwu.edu
keene.edu,northern.edu
utulsa.edu,nich.edu
rice.edu,ugf.edu
utb.edu,taiu.edu
lasalle.edu,vcsu.nodak.edu
etown.edu,wjc.edu
umassp.edu,wsc.colorado.edu
umm.maine.edu,nsuok.edu
american.edu,nsuok.edu
unlv.edu,carroll.edu
unr.edu,tnstate.edu
millersv.edu,siue.edu
huntcol.edu,simons-rock.edu
louisville.edu,wmich.edu
fsc.edu,okbu.edu
reed.edu,stockton.edu
esf.edu,devry-phx.edu
rowan.edu,luthersem.edu
iup.edu,stmarys-ca.edu
mcu.edu,vancouver.wsu.edu
bastyr.edu,lsua.edu
harding.edu,stedwards.edu
pembroke.edu,iusb.indiana.edu
edgewood.edu,ualr.edu
umm.maine.edu,chesapeake.edu
stthomas.edu,gvsu.edu
lmu.edu,wvu.edu
geneseo.edu,wheatonma.edu
wofford.edu,cuny.edu
vic.edu,simmons.edu
evansville.edu,champlain.edu
uvi.edu,ndsu.nodak.edu
armstrong.edu,bennington.edu
wfu.edu,niu.edu
truman.edu,snybuf.edu
uwec.edu,colgate.edu
ithaca.edu,lhup.edu
uwyo.edu,marietta.edu
fdu.edu,unomaha.edu
umd.umich.edu,messiah.edu
uidaho.edu,stetson.edu
metro.msus.edu,fsufay.edu
stmartin.edu,northern.edu
wayne.edu,uthct.edu
cameron.edu,slc.edu
utoledo.edu,usafa.af.mil
potsdam.edu,csusb.edu
aquinas.edu,orst.edu
antiochne.edu,lincoln.edu
strose.edu,truman.edu
uca.edu,otterbein.edu
haverford.edu,sdstate.edu
swac.edu,presby.edu
sacredheart.edu,northern.edu
ozarks.edu,baylor.edu
fsu.edu,farmingdale.edu
lincoln.edu,ua.edu
temple.edu,nu.edu
mcad.edu,twu.edu
nmhu.edu,seattleu.edu
nmclites.edu,wwc.edu
chesapeake.edu,stlcop.edu
wit.edu,ucsf.edu
otterbein.edu,naz.edu
earlham.edu,siue.edu
swac.edu,fandm.edu
gannon.edu,uofs.edu
ltu.edu,evansville.edu
usu.edu,hastings.edu
kzoo.edu,shu.edu
lsc.vsc.edu,harvard.edu
depaul.edu,lcsc.edu
dsc.edu,sosc.osshe.edu
njit.edu,bennington.edu
campbellsvil.edu,une.edu
rockhurst.edu,coe.edu
rutgers.edu,chesapeake.edu
wnec.edu,utsa.edu
csusm.edu,saintmarys.edu
cts.edu,fortlewis.edu
pitt.edu,Ripon.EDU
carleton.edu,cedarville.edu
stolaf.edu,ecu.edu
uncc.edu,mscfs.edu
ttu.edu,coa.edu
ramapo.edu,gonzaga.edu
anselm.edu,bhsu.edu
pcci.edu,cbu.edu
uvsc.edu,stlcop.edu
tju.edu,bgsp.edu
lcsc.edu,knox.edu
npcts.edu,fsu.umd.edu
uthscsa.edu,uwf.edu
udmercy.edu,wisc.edu
fsu.umd.edu,samford.edu
uoregon.edu,csubak.edu
luthersem.edu,uccs.edu
hamptonu.edu,dartmouth.edu
scwww.ctstateu.edu,rmwc.edu
sage.edu,juniata.edu
umkc.edu,mum.edu
assumption.edu,antiochla.edu
gmu.edu,philacol.edu
lfc.edu,iusb.indiana.edu
ccaa.edu,wmc.edu
lehigh.edu,mnsfld.edu
wvu.edu,deltast.edu
dominican.edu,uwstout.edu
nl.edu,friends.edu
orst.edu,jbc.edu
wilkes.edu,NCCU.edu
eku.edu,pomona.edu
usu.edu,roanoke.edu
sc.edu,esu.edu
bates.edu,ucr.edu
sage.edu,onu.edu
sjsu.edu,enmu.edu
msmc.edu,lemoyne.edu
kings.edu,oberlin.edu
panam.edu,dbu.edu
pdx.edu,lclark.edu
umassp.edu,pcci.edu
harvard.edu,csulb.edu
uni.edu,snu.edu
benedictine.edu,ipfw.indiana.edu
unlv.edu,marymount.edu
wayne.edu,csuchico.edu
nyit.edu,centre.edu
augie.edu,scwww.ctstateu.edu
anselm.edu,miami.edu
nwciowa.edu,sdstate.edu
fordham.edu,messiah.edu
tcu.edu,pbac.edu
cc.edu,semo.edu
warren-wilson.edu,pitzer.edu
geneseo.edu,upenn.edu
swmed.edu,hartwick.edu
bsc.edu,friends.edu
lvc.edu,alfredtech.edu
psu.edu,siu.edu
lrc.edu,nku.edu
bethel.edu,lacollege.edu
wcslc.edu,bbc.edu
tulane.edu,utsa.edu
uthscsa.edu,wcsu.ctstateu.edu
truman.edu,uvm.edu
gfc.edu,metro.inter.edu
uwrf.edu,kean.edu
famu.edu,millersv.edu
lewisu.edu,cbu.edu
gvsu.edu,ius.indiana.edu
saintjoe.edu,yale.edu
vill.edu,msoe.edu
umassd.edu,swmed.edu
bucknell.edu,colorado.edu
utk.edu,indtech.edu
upr.clu.edu,wmich.edu
usu.edu,lsc.vsc.edu
bethelks.edu,brockport.edu
sl.psu.edu,mcm.acu.edu
assumption.edu,hope.edu
lehigh.edu,hsc.unt.edu
tusk.edu,providence.edu
luther.edu,harvard.edu
pembroke.edu,wilpaterson.edu
emory.edu,wlsc.wvnet.edu
howard.edu,uvsc.edu
csp.edu,juniata.edu
uncwil.edu,friends.edu
northeastern.edu,subr.edu
dbq.edu,montclair.edu
clarke.edu,und.nodak.edu
briar-cliff.edu,artic.edu
chapman.edu,metro.inter.edu
umt.edu,umsmed.edu
esf.edu,wisc.edu
usc.edu,mit.edu
lssu.edu,usl.edu
regis.edu,vcu.edu
uwec.edu,udallas.edu
uoknor.edu,uu.edu
mscd.edu,clinch.edu
fit.edu,sau.edu
idbsu.edu,waynesburg.edu
wisc.edu,umcp.umd.edu
bluffton.edu,wvup.wvnet.edu
gsw.peachnet.edu,fplc.edu
smith.edu,cobleskill.edu
depaul.edu,warren-wilson.edu
okbu.edu,macalstr.edu
muskingum.edu,panam.edu
sapc.edu,gettysburg.edu
belmont.edu,csubak.edu
arizona.edu,gallaudet.edu
hood.edu,kumc.edu
vancouver.wsu.edu,jc.edu
uog.edu,uci.edu
wisc.edu,sfcpa.edu
pepperdine.edu,csun.edu
huntcol.edu,jtsa.edu
bridgeport.edu,udc.edu
niu.edu,wilkes.edu
shu.edu,ncsu.edu
cudenver.edu,subr.edu
chapman.edu,pembroke.edu
sfasu.edu,belmont.edu
tabor.edu,hsc.unt.edu
cornell.edu,llu.edu
siu.edu,tsufl.edu
brown.edu,berkeley.edu
aquinas.edu,evergreen.edu
dsu.nodak.edu,lincoln.edu
cwu.edu,heidelberg.edu
greenleaf.edu,sonoma.edu
uindy.edu,pomona.edu
harding.edu,coppin.umd.edu
wuacc.edu,sju.edu
fordham.edu,vic.edu
twsu.edu,albion.edu
lamar.edu,uscolo.edu
carlow.edu,providence.edu
berkeley.edu,sjcme.edu
wabash.edu,umcp.umd.edu
css.edu,crk.umn.edu
ship.edu,calstate.edu
dillard.edu,ilstu.edu
mbc.edu,wmich.edu
colostate.edu,fontbonne.edu
american.edu,csopp.edu
uwyo.edu,wesleyan.edu
dickinson.edu,wm.edu
wayne.edu,nmu.edu
wcslc.edu,wright.edu
pbac.edu,afit.af.mil
cornell.edu,iit.edu
ozarks.edu,mtholyoke.edu
usm.maine.edu,vic.edu
scu.edu,pbac.edu
lacollege.edu,uvm.edu
snybuf.edu,lincoln.edu
NCCU.edu,austinc.edu
wabash.edu,usmma.edu
ecsu.ctstateu.edu,ufl.edu
usfca.edu,css.edu
usuhs.mil,sbc.edu
ua.edu,mtu.edu
etown.edu,simpson.edu
usma.edu,bgsu.edu
pitt.edu,mursuky.edu
utsa.edu,drake.edu
hsc.unt.edu,pitzer.edu
presby.edu,ramapo.edu
umich.edu,taiu.edu
gettysburg.edu,geneva.edu
winthrop.edu,psu.edu
sju.edu,bennington.edu
emerson.edu,marshall.edu
uofport.edu,brandeis.edu
msjnet.edu,ysu.edu
msmc.edu,westminster.edu
uab.edu,rwu.edu
furman.edu,udallas.edu
brandeis.edu,colgate.edu
vjc.edu,mcu.edu
csustan.edu,wsc.colorado.edu
bowdoin.edu,virginia.edu
huntingdon.edu,umass.edu
sau.edu,unh.edu
pdx.edu,sdsmt.edu
vcu.edu,sdstate.edu
brenau.edu,gonzaga.edu
beloit.edu,elmhurst.edu
olemiss.edu,evergreen.edu
stcl.edu,northeastern.edu
vmi.edu,wesleyan.edu
colby.edu,usi.edu
hastings.edu,ltu.edu
wit.edu,andrews.edu
buffalo.edu,fontbonne.edu
gsu.edu,emmanuel.edu
mscfs.edu,udel.edu
emporia.edu,hendrix.edu
meredith.edu,emory.edu
fairmont.wvnet.edu,lsc.vsc.edu
furman.edu,brown.edu
cudenver.edu,metro.inter.edu
uah.edu,hpu.edu
wwc.edu,uvm.edu
truman.edu,tesc.edu
vill.edu,onu.edu
scwww.ctstateu.edu,ramapo.edu
sarasota.fl.us,npcts.edu
pitt.edu,luc.edu
gatech.edu,mcw.edu
ewu.edu,mwsu.edu
und.nodak.edu,wright.edu
coastal.edu,gannon.edu
fau.edu,wustl.edu
cts.edu,dbq.edu
callutheran.edu,uwp.edu
ollusa.edu,muohio.edu
ferris.edu,lamar.edu
campbell.edu,utsa.edu
oit.osshe.edu,mc.edu
udayton.edu,cc.colorado.edu
uidaho.edu,enmu.edu
rice.edu,northern.edu
uog.edu,vwc.edu
usi.edu,wlu.edu
plymouth.edu,ucr.edu
mcg.edu,csus.edu
sunyit.edu,luc.edu
uchicago.edu,nsula.edu
bard.edu,pdx.edu
uta.edu,csufresno.edu
famu.edu,vic.edu
harvard.edu,colby.edu
luther.edu,owu.edu
grace.edu,stmartin.edu
babson.edu,sshechan.edu
uu.edu,uofport.edu
usu.edu,eiu.edu
acu.edu,msjnet.edu
tc.columbia.edu,weber.edu
tulane.edu,csum.edu
cts.edu,central.edu
ssu.umd.edu,ups.edu
ohsu.edu,wmc.edu
tarleton.edu,ualr.edu
csusb.edu,mtu.edu
sulross.edu,sage.edu
uamont.edu,lunet.edu
unl.edu,psu.edu
wartburg.edu,kenyon.edu
mancol.edu,westminster.edu
smsu.edu,farmingdale.edu
niu.edu,amercoastuniv.edu
niu.edu,artic.edu
geneva.edu,ogi.edu
umbc.edu,umf.maine.edu
princeton.edu,snu.edu
umass.edu,sl.psu.edu
riv.edu,msstate.edu
carleton.edu,sl.psu.edu
nmu.edu,erau.edu
utsystem.edu,okbu.edu
jsu.edu,cmc.edu
monmouth.edu,smcks.edu
fit.edu,stetson.edu
chatham.edu,utb.edu
knox.edu,csus.edu
juniata.edu,uhh.hawaii.edu
usc.clu.edu,uncg.edu
furman.edu,vill.edu
csufresno.edu,nsuok.edu
liunet.edu,newhaven.edu
tsufl.edu,woodburyu.edu
lmu.edu,wmpenn.edu
umsmed.edu,uscolo.edu
clarke.edu,ius.indiana.edu
regent.edu,gsw.peachnet.edu
hendrix.edu,ume.maine.edu
assumption.edu,ucf.edu
jsu.edu,tamucc.edu
loras.edu,fresno.edu
sewanee.edu,lasierra.edu
yale.edu,cooper.edu
tnstate.edu,susqu.edu
wmc.edu,wlsc.wvnet.edu
tabor.edu,mcu.edu
rmwc.edu,stmartin.edu
edgewood.edu,iusb.indiana.edu
grace.edu,friends.edu
babson.edu,uwlax.edu
sfsu.edu,rwu.edu
indiana.edu,uvm.edu
hastings.edu,mwsc.edu
hesston.edu,cbu.edu
byu.edu,subr.edu
auc.edu,reed.edu
wnec.edu,lacollege.edu
buffalo.edu,msmc.edu
taiu.edu,austinc.edu
jsu.edu,iwctx.edu
wuacc.edu,simons-rock.edu
bsu.umd.edu,shsu.edu
rutgers.edu,carlow.edu
usao.edu,rose-hulman.edu
tntech.edu,aquinas.edu
cheyney.edu,artic.edu
aum.edu,uofport.edu
willamette.edu,wwc.edu
bgu.edu,uconn.edu
wcu.edu,amherst.edu
uwec.edu,molloy.edu
fandm.edu,dsu.edu
vsu.edu,lcsc.edu
mu.edu,uark.edu
fordham.edu,lasierra.edu
ccaa.edu,fandm.edu
cbu.edu,csc.edu
fgcu.edu,augustana.edu
towson.edu,msmc.edu
westal.edu,millsaps.edu
highpoint.edu,centre.edu
smsu.edu,ohio-state.edu
guilford.edu,drury.edu
memphis.edu,briar-cliff.edu
fgcu.edu,uchicago.edu
lwc.edu,ysu.edu
stevens-tech.edu,monmouth.edu
cnuas.edu,simons-rock.edu
cwu.edu,antiochla.edu
southern.edu,beaver.edu
css.edu,apu.edu
ups.edu,allencol.edu
wofford.edu,kean.edu
sfcpa.edu,udc.edu
jc.edu,cua.edu
oru.edu,louisville.edu
ipfw.indiana.edu,slu.edu
nasc.mass.edu,dsc.edu
csudh.edu,dbu.edu
sau.edu,knox.edu
artic.edu,wittenberg.edu
pitt.edu,awc.cc.az.us
cornell.edu,tarleton.edu
csustan.edu,antiochla.edu
bluffton.edu,wellesley.edu
bgsu.edu,cwu.edu
vassar.edu,tusk.edu
lssu.edu,plattsburgh.edu
su.edu,ccaa.edu
suu.edu,graceland.edu
usfca.edu,csuhayward.edu
mnsfld.edu,wellesley.edu
udmercy.edu,uta.edu
bethelks.edu,regis.edu
jcsu.edu,uog.edu
caltech.edu,mines.colorado.edu
truman.edu,wofford.edu
sbu.edu,trenton.edu
valpo.edu,barry.edu
sapc.edu,unt.edu
tju.edu,weber.edu
lclark.edu,valpo.edu
clinch.edu,kent.edu
unl.edu,wooster.edu
fau.edu,marist.edu
naz.edu,muw.edu
dbq.edu,wooster.edu
bucknell.edu,uwlax.edu
wayne.edu,wmwoods.edu
plu.edu,spu.edu
canisius.edu,nsu.edu
uta.edu,onu.edu
bates.edu,mu.edu
southwest.msus.edu,indwes.edu
beaver.edu,uah.edu
usc.clu.edu,msubillings.edu
liberty.edu,dne.wvnet.edu
austinc.edu,udallas.edu
oberlin.edu,gac.edu
goshen.edu,lincoln.edu
uwrf.edu,iupui.edu
scwww.ctstateu.edu,tulane.edu
stmarys-ca.edu,msmc.edu
babson.edu,tsu.edu
hastings.edu,Dordt.edu
nku.edu,sbu.edu
mwsu.edu,jbu.edu
augsburg.edu,truman.edu
peru.edu,usi.edu
towson.edu,utoledo.edu
dowling.edu,smcks.edu
auc.edu,ulaverne.edu
mcad.edu,plu.edu
pbac.edu,tabor.edu
umd.umich.edu,kent.edu
vsu.edu,upr.clu.edu
Dordt.edu,montreat.edu
baylor.edu,nau.edu
college.antioch.edu,wpi.edu
uh.edu,baylor.edu
sacredheart.edu,rocky.edu
apu.edu,caltech.edu
uwp.edu,dwu.edu
wilberforce.edu,famu.edu
utmdacc.uth.tmc.edu,ogi.edu
cnuas.edu,apu.edu
lacollege.edu,daemen.edu
usc.edu,alfred.edu
virginia.edu,quinnipiac.edu
ntu.edu,ohio-state.edu
svsu.edu,seattleu.edu
waldenu.edu,wilberforce.edu
shsu.edu,mwsu.edu
arbor.edu,stmartin.edu
csc.vsc.edu,mit.edu
usouthal.edu,sdsmt.edu
oberlin.edu,barry.edu
idbsu.edu,hsc.edu
shu.edu,cofc.edu
fsu.edu,lfc.edu
csbsju.edu,widener.edu
cheyney.edu,rockefeller.edu
bhsu.edu,transy.edu
kings.edu,northern.edu
gvsu.edu,simmons.edu
coppin.umd.edu,heidelberg.edu
beloit.edu,sacredheart.edu
scottlan.edu,oberlin.edu
une.edu,calstate.edu
iastate.edu,molloy.edu
seattleantioch.edu,hamilton.edu
sxu.edu,cortland.edu
southwestern.edu,NCCU.edu
unc.edu,uh.edu
snu.edu,newhaven.edu
uvi.edu,tabor.edu
augie.edu,smith.edu
lfc.edu,providence.edu
stthom.edu,austinc.edu
wooster.edu,ltu.edu
nich.edu,stanford.edu
snybuf.edu,fredonia.edu
susqu.edu,gbc.edu
mercy.edu,Dordt.edu
nl.edu,hmc.edu
pwu.com,mcm.acu.edu
mcad.edu,kings.edu
csp.edu,wayne.edu
arbor.edu,okstate.edu
uww.edu,chesapeake.edu
tui.edu,seattleantioch.edu
uchicago.edu,southwest.msus.edu
sju.edu,uofport.edu
plu.edu,hawaii.edu
luther.edu,slc.edu
antiochla.edu,hmc.edu
trincoll.edu,wnec.edu
lawrence.edu,lsu.edu
indiana.edu,bethel.edu
cooper.edu,sewanee.edu
wjc.edu,oakland.edu
usuhs.mil,swarthmore.edu
wsc.mass.edu,xula.edu
csuchico.edu,humboldt.edu
okcu.edu,hope.edu
usmma.edu,gsw.peachnet.edu
gfc.edu,davidson.edu
centre.edu,uamont.edu
Dordt.edu,american.edu
unc.edu,beaver.edu
otterbein.edu,csubak.edu
websteruniv.edu,colby.edu
kean.edu,dsu.nodak.edu
usf.edu,presby.edu
widener.edu,csc.peachnet.edu
linfield.edu,twu.edu
depauw.edu,uh.edu
barry.edu,hampshire.edu
rochester.edu,cmich.edu
berkeley.edu,uhh.hawaii.edu
usd.edu,aurora.edu
allencol.edu,orst.edu
ambassador.edu,csc.peachnet.edu
mercy.edu,csuchico.edu
ipfw.indiana.edu,hollins.edu
okstate.edu,une.edu
utah.edu,uncc.edu
woodburyu.edu,muskingum.edu
marietta.edu,judson.edu
uncc.edu,creighton.edu
scwww.ctstateu.edu,uwyo.edu
udel.edu,iwctx.edu
goshen.edu,cbu.edu
mtech.edu,weber.edu
lgc.peachnet.edu,calstate.edu
rocky.edu,uog.edu
towson.edu,hpu.edu
uofs.edu,une.edu
wofford.edu,uiu.edu
mbc.edu,luc.edu
wvu.edu,yale.edu
thomasmore.edu,ucr.edu
nasc.mass.edu,biola.edu
rice.edu,usouthal.edu
npcts.edu,trincoll.edu
winona.msus.edu,devry.edu
utmb.edu,susqu.edu
gbc.edu,smumn.edu
utoledo.edu,mcu.edu
baldwinw.edu,plu.edu
messiah.edu,west.asu.edu
sjcme.edu,fontbonne.edu
nich.edu,uvi.edu
ysu.edu,apsu.edu
drake.edu,tesc.edu
edinboro.edu,uvi.edu
ucr.edu,tsufl.edu
summitunivofla.edu,dsc.edu
hsc.edu,bsu.edu
mines.colorado.edu,pwu.com
usfca.edu,okstate.edu
phillips.edu,kumc.edu
emmanuel.edu,stevens-tech.edu
uthct.edu,oakland.edu
howard.edu,tusk.edu
utm.edu,albany.edu
lsu.edu,seattleu.edu
sju.edu,gvsu.edu
ycp.edu,uaa.alaska.edu
mines.colorado.edu,nlu.edu
unr.edu,simons-rock.edu
briar-cliff.edu,une.edu
csc.edu,college.antioch.edu
dana.edu,coa.edu
csusb.edu,brandeis.edu
stolaf.edu,ursinus.edu
smumn.edu,oru.edu
stevens-tech.edu,skc.edu
wmwoods.edu,ohio-state.edu
wooster.edu,tulane.edu
kean.edu,mursuky.edu
sdstate.edu,nwciowa.edu
sau.edu,fortlewis.edu
sewanee.edu,msmc.edu
wnec.edu,wcslc.edu
canisius.edu,ius.indiana.edu
grin.edu,cc.colorado.edu
cheyney.edu,goshen.edu
utexas.edu,cmsu.edu
css.edu,uchicago.edu
nhc.edu,newberry.edu
eku.edu,tamucc.edu
ups.edu,brenau.edu
uky.edu,iit.edu
panam.edu,stedwards.edu
uth.tmc.edu,messiah.edu
strayer.edu,ugf.edu
usu.edu,urich.edu
riv.edu,jhu.edu
winthrop.edu,lincoln.edu
hsc.unt.edu,uwf.edu
cortland.edu,stmarys-ca.edu
uwstout.edu,union.edu
rosary.edu,cmc.edu
rockefeller.edu,gac.edu
uoregon.edu,oit.osshe.edu
wsc.mass.edu,csuhayward.edu
gac.peachnet.edu,bemidji.msus.edu
winthrop.edu,hendrix.edu
lewisu.edu,wabash.edu
hood.edu,clarke.edu
marietta.edu,csun.edu
angelo.edu,dne.wvnet.edu
csufresno.edu,shsu.edu
wjc.edu,uml.edu
eku.edu,pbac.edu
ycp.edu,cmc.edu
nova.edu,miami.edu
beloit.edu,csuohio.edu
ramapo.edu,jewell.edu
tesc.edu,phillips.edu
aquinas.edu,quincy.edu
cuis.edu,amercoastuniv.edu
utm.edu,cortland.edu
dickinson.edu,cooper.edu
okstate.edu,averett.edu
tayloru.edu,mtu.edu
ferris.edu,howard.edu
towson.edu,rose-hulman.edu
lcsc.edu,ua.edu
wnec.edu,philacol.edu
edgewood.edu,stcloud.msus.edu
towson.edu,presby.edu
carthage.edu,cgs.edu
cameron.edu,jsu.edu
briar-cliff.edu,uic.edu
uncg.edu,guilford.edu
cc.colorado.edu,mursuky.edu
kzoo.edu,csuohio.edu
antiochla.edu,shu.edu
rocky.edu,northern.edu
hesston.edu,bloomu.edu
ewu.edu,millsaps.edu
nwciowa.edu,uofs.edu
uaa.alaska.edu,ume.maine.edu
tusk.edu,oru.edu
mum.edu,csc.peachnet.edu
briar-cliff.edu,snybuf.edu
usc.edu,oswego.edu
trinity.edu,beloit.edu
nmt.edu,truman.edu
vt.edu,northeastern.edu
lcsc.edu,wartburg.edu
newpaltz.edu,rice.edu
centenary.edu,cgs.edu
uky.edu,uconn.edu
duke.edu,stevens-tech.edu
evergreen.edu,carlow.edu
gallaudet.edu,msoe.edu
nwu.edu,naz.edu
nnc.edu,sju.edu
nmu.edu,csuhayward.edu
ecsu.ctstateu.edu,louisville.edu
ius.indiana.edu,iit.edu
hastings.edu,thomas.edu
byuh.edu,artic.edu
ua.edu,uwm.edu
jfku.edu,uakron.edu
uh.edu,indtech.edu
emu.edu,psu.edu
woodburyu.edu,uscolo.edu
mssc.edu,uvm.edu
wts.edu,wells.edu
plymouth.edu,poly.edu
atu.edu,css.edu
stvincent.edu,ju.edu
ccaa.edu,augustana.edu
uncg.edu,wcsu.ctstateu.edu
uah.edu,brandeis.edu
lmu.edu,uwlax.edu
snu.edu,transy.edu
etsu-tn.edu,ithaca.edu
northeastern.edu,sbc.edu
waynesburg.edu,iona.edu
fredonia.edu,marymt.edu
udayton.edu,iusb.indiana.edu
sl.psu.edu,presby.edu
sl.psu.edu,marymount.edu
vtc.vsc.edu,wabash.edu
bradley.edu,uta.edu
upr.clu.edu,msmc.edu
phillips.edu,awc.cc.az.us
uamont.edu,usi.edu
tju.edu,coastal.edu
smcvt.edu,wmc.edu
indiana.edu,transy.edu
chatham.edu,udmercy.edu
dbu.edu,lcsc.edu
pitt.edu,utexas.edu
creighton.edu,providence.edu
oakland.edu,iona.edu
widener.edu,stanford.edu
mum.edu,lamar.edu
cameron.edu,iup.edu
college.antioch.edu,nu.edu
alma.edu,transy.edu
wnmu.edu,virginia.edu
liunet.edu,campbellsvil.edu
poly.edu,friends.edu
msu.edu,sshechan.edu
apu.edu,dowling.edu
pembroke.edu,ukans.edu
utexas.edu,sdsmt.edu
wmpenn.edu,aurora.edu
famu.edu,umr.edu
cheyney.edu,roanoke.edu
sbu.edu,dana.edu
linfield.edu,kumc.edu
liunet.edu,udc.edu
tucsonu.edu,otterbein.edu
uchaswv.edu,geneva.edu
lincoln.edu,ab.umd.edu
slc.edu,woodburyu.edu
dillard.edu,simons-rock.edu
cnu.edu,uca.edu
barry.edu,cts.edu
macalstr.edu,iwctx.edu
hamilton.edu,mtu.edu
cortland.edu,usouthal.edu
uwsp.edu,wooster.edu
cornell.edu,drexel.edu
purduenc.edu,nhc.edu
nwmissouri.edu,riv.edu
ccsn.edu,rpi.edu
highpoint.edu,wells.edu
sl.psu.edu,fairmont.wvnet.edu
conncoll.edu,messiah.edu
purdue.edu,mtsu.edu
harvard.edu,campbell.edu
marietta.edu,whittier.edu
clarion.edu,sdsmt.edu
antiochne.edu,uark.edu
nyu.edu,jhu.edu
bucknell.edu,atu.edu
armstrong.edu,jsu.edu
ab.umd.edu,cts.edu
winona.msus.edu,stanford.edu
wright.edu,marietta.edu
simons-rock.edu,wright.edu
friends.edu,upr.clu.edu
ithaca.edu,widener.edu
ucdavis.edu,t-bird.edu
emmanuel.edu,clarke.edu
marymt.edu,northern.edu
rose-hulman.edu,onu.edu
hamptonu.edu,bennington.edu
sage.edu,edinboro.edu
ship.edu,ndsu.nodak.edu
hpu.edu,marshall.edu
ipfw.indiana.edu,tamiu.edu
coppin.umd.edu,umkc.edu
umfk.maine.edu,awc.cc.az.us
odc.edu,ceu.edu
uwplatt.edu,hartwick.edu
mursuky.edu,emu.edu
ecsu.ctstateu.edu,bowdoin.edu
hamptonu.edu,austinc.edu
highpoint.edu,msstate.edu
millersv.edu,american.edu
cheyney.edu,coppin.umd.edu
uiowa.edu,uc.edu
tju.edu,baldwinw.edu
drake.edu,urich.edu
tsufl.edu,unl.edu
lhup.edu,csc.peachnet.edu
ttuhsc.edu,uwosh.edu
uno.edu,wisc.edu
wts.edu,fairmont.wvnet.edu
tamucc.edu,mcneese.edu
skidmore.edu,calcoastuniv.edu
ric.edu,tabor.edu
uwrf.edu,juniata.edu
gvsu.edu,umassd.edu
benedictine.edu,chesapeake.edu
umm.maine.edu,fairmont.wvnet.edu
apsu.edu,wjc.edu
presby.edu,monmouth.edu
hamline.edu,wabash.edu
duq.edu,csuchico.edu
bakeru.edu,bastyr.edu
wvup.wvnet.edu,umsmed.edu
wmwoods.edu,wisc.edu
eosc.osshe.edu,kumc.edu
wwc.edu,mc.edu
benedictine.edu,wvu.edu
pacificu.edu,uvm.edu
ferris.edu,jsu.edu
uwrf.edu,hastings.edu
princeton.edu,truman.edu
wells.edu,seattleantioch.edu
wilmington.edu,uhh.hawaii.edu
rit.edu,sdsmt.edu
pittstate.edu,hsc.colorado.edu
wilmington.edu,hsc.unt.edu
bgu.edu,ycp.edu
emporia.edu,colby.edu
lrc.edu,uci.edu
wabash.edu,iwctx.edu
tntech.edu,uwm.edu
tnstate.edu,afit.af.mil
nadn.navy.mil,uiuc.edu
dsc.edu,northland.edu
emu.edu,njit.edu
lawrence.edu,cup.edu
ecsu.ctstateu.edu,aic.edu
hawaii.edu,bloomu.edu
colorado.edu,awc.cc.az.us
bard.edu,rhodes.edu
geneva.edu,bcm.tmc.edu
xula.edu,uvm.edu
syr.edu,hiram.edu
college.antioch.edu,pacificu.edu
duq.edu,vic.edu
marshall.edu,uakron.edu
rice.edu,ucf.edu
fhsu.edu,unh.edu
snu.edu,samford.edu
weber.edu,vic.edu
calstatela.edu,uvsc.edu
snybuf.edu,uiu.edu
sdsu.edu,bcm.tmc.edu
llu.edu,hmc.edu
uwp.edu,millsaps.edu
harvard.edu,fortlewis.edu
indtech.edu,elon.edu
rice.edu,georgetown.edu
ramapo.edu,stedwards.edu
holycross.edu,csum.edu
ufl.edu,newberry.edu
mankato.msus.edu,jbu.edu
manc.edu,usc.edu
uwosh.edu,potsdam.edu
rochester.edu,uhh.hawaii.edu
smcvt.edu,twu.edu
NCCU.edu,jcsu.edu
hartwick.edu,wright.edu
depauw.edu,wright.edu
clarion.edu,uop.edu
csuhayward.edu,ju.edu
unca.edu,providence.edu
lunet.edu,antiochla.edu
asu.edu,elon.edu
berklee.edu,bemidji.msus.edu
mum.edu,transy.edu
etsu-tn.edu,drake.edu
coe.edu,lclark.edu
bvu.edu,northern.edu
furman.edu,tarleton.edu
college.antioch.edu,unl.edu
jc.edu,lclark.edu
uca.edu,buffalo.edu
wabash.edu,upr.clu.edu
hofstra.edu,angelo.edu
uh.edu,sacredheart.edu
centenary.edu,NCCU.edu
duq.edu,dwu.edu
sarasota.fl.us,csopp.edu
bradley.edu,llu.edu
wcu.edu,oswego.edu
wmitchell.edu,hillsdale.edu
georgian.edu,csuhayward.edu
afit.af.mil,upr.clu.edu
stvincent.edu,montana.edu
reed.edu,rmc.edu
hendrix.edu,cup.edu
augustana.edu,utampa.edu
psu.edu,mtsu.edu
fielding.edu,highpoint.edu
